country_year,electexec,electleg,electboth,IAEP.Constitution amended this year?,IAEP.Age of constitution (years),govstruct,IAEP.Regional government reps selected,IAEP.Election scheduled,IAEP.Election period,IAEP.Do party nominations field leg candidates?,IAEP.Do party nominations field executive candidates?,IAEP.Leg elec sys,IAEP.Exec elec sys,IAEP.Exec elec rules,IAEP.Num of parties that hold >= 5% of legislature,IAEP.Official state party?,IAEP.Leg elec competetive?,IAEP.Exec elec competetive?,IAEP.Boycotted by major party?,IAEP.Did election cause protest/violence?,IAEP.protestpart,IAEP.% of pop voting in leg elec,IAEP.% of pop voting in exec elec,EXELEC,LEGELEC,QED.Transitional election,QED.Runoff election,QED.Freedom to change government,QED.Freedom of association,QED.Freedom of speech,QED.Overall election quality,QED.Extent of election problems,QED.Pre-election legal structural enviornment,QED.Pre-election political conditions,QED.Pre-election violence/unrest,QED.Pre-election administrative capacity,QED.Election day explicit cheating,QED.Election day violence/unrest,QED.Election day administrative capacity,PEI.# years since last regime transition,PEI.WB income level,"PEI.PEI index of electoral integrity, imputed",PEI.Rating of electoral integrity (1-10),"PEI.Electoral laws index (0-100), imputed","PEI.Electoral prodcedures index (0-100), imputed","PEI.Voting district boundaries index (0-100), imputed","PEI.Voter regisration index (0-100), imputed","PEI.Party/candidate registration index (0-100), imputed","PEI.Media coverage index (0-100), imputed","PEI.Campaign finance index (0-100), imputed","PEI.Voting process index (0-100), imputed","PEI.Vote count index (0-100), imputed","PEI.Voting results/reactions index (protests/disputes) (0-100), imputed","PEI.Electoral authorities index (0-100), imputed",PEI.turnout,nelda1,nelda3,nelda4,nelda5,nelda11,nelda17,nelda18,nelda29,nelda30,nelda32,nelda45,nelda46,nelda47,nelda48,nelda49,VDEM.turnout,VDEM.VAP_turnout,VDEM.EMB_capacity_ord,VDEM.yrs_education,v2xel_elecparl,v2xel_elecpres,VDEM.elec_viol,VDEM.international_monitors_present,country,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parreg,POLITY5.parcomp,POLITY5.regtrans,FH.status,FH.fh_total,WB.GDP per capita (constant 2015 US$),"WB.Foreign direct investment, net inflows (BoP, current US$","WB.Inflation, consumer prices (annual %)",WB.Gini index,WB.%pop living in urban,WB.adult literacy rate,CIRI.PHYSINT,CIRI.NEW_EMPINX,CIRI.ELECSD,CIRI.WOPOL,CIRI.INJUD,Press Freedom Index,"AFROBAR.Election Integrity (10=free/fair, 0=unfree/unfair)"
Sudan-1978,No,Yes,No,No,5,Federal system,Autonomous decision,"Yes, inexact periods",Multiple days,Yes,Yes,Plurality (FPP),Directly elected,Missing information,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,0,1,0,0,(1) Citizens do not have right to change government,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,yes,no,no,unclear,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-6,7,4,1,NA,PF,10,999.760300493703,5990000,19.2304044013514,NA,19.547,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1980,No,Yes,No,No,7,Federal system,Autonomous decision,"Yes, inexact periods",Multiple days,Yes,Yes,Plurality (FPP),Directly elected,Missing information,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,0,1,0,0,(2) Right exists but some problems,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0.5,(2) Moderate - moderate problems,(2) Moderate - moderate problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-6,9,4,1,NA,PF,10,900.844214373609,8849999.9,25.3523690119419,NA,19.959,NA,NA,NA,NA,NA,NA,NA,NA
Sudan-1981,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.5,(2) Moderate - moderate problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-6,10,4,1,NA,NA,NA,935.196315616168,19329999.9,24.5757243336575,NA,20.166,NA,5,7,1,2,0,NA,NA
Sudan-1982,No,Yes,No,No,9,Federal system,Autonomous decision,"Yes, inexact periods",Multiple days,Yes,Yes,Plurality (FPP),Directly elected,Missing information,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-6,11,4,1,NA,PF,10,957.447320881029,16789999.9,25.7128797492595,NA,20.376,NA,4,8,0,2,1,NA,NA
Sudan-1983,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,(1) Citizens do not have right to change government,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,(3) High - major problems,NA,(3) High - major problems,NA,NA,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-6,12,4,1,NA,PF,10,944.75249557951,6320000,30.5877747791383,NA,20.901,NA,4,6,0,2,1,NA,NA
Sudan-1986,No,NA,No,No,1,Unitary system,Central government decision,Missing information,Multiple days,N/A - no legislature,No executive elections,N/A - no legislature,Elected through legislature,N/A - no elected executive,N/A - no legislature,No,N/A - no legislature,Yes,No,No,N/A - no election protest,.e,.a,0,1,1,0,(2) Right exists but some problems,(1) Citizens do not have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,7,0,3,4,3,PF,9,808.830950979983,-8169999.9,24.4534901251321,NA,24.005,NA,3,9,2,2,1,NA,NA
Sudan-1996,No,No,No,No,1,Federal system,Central government decision,"Yes, inexact periods",Multiple days,No,No,Plurality (FPP),Directly elected,Majority rule,Missing information,No,Missing information,Missing information,No,No,N/A - no election protest,72.2,.a,1,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(3) High - major problems,(2) Moderate - moderate problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,yes,yes,yes,yes,no,N/A,no,yes,yes,no,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,NA,-7,7,4,1,NA,NF,14,991.247446978262,400000,132.823777374138,NA,32.284,NA,0,0,0,2,0,NA,NA
Sudan-2000,No,No,No,No,2,Federal system,Autonomous decision,"Yes, exact periods",Multiple days,No,No,Plurality (FPP),Directly elected,Majority rule,Missing information,No,No,No,Yes,Yes,Low participation,67.90000000000001,.a,1,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(3) High - major problems,(1) Low - minor problems only,(3) High - major problems,NA,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,yes,no,N/A,no,yes,no,N/A,unclear,yes,NA,NA,NA,NA,NA,NA,NA,NA,Sudan,2,-6,1,4,2,NA,NF,14,1123.55273055958,392200000,7.12125897172304,NA,32.495,61.3458709716797,0,0,0,1,0,NA,NA
Sudan-2010,No,No,No,No,5,Federal system,Autonomous decision,"Yes, exact periods",Multiple days,Yes,No,Mixed systems,Directly elected,Majority rule,Two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,unclear,72,64.11,1,NA,1,1,1.288,1,Sudan,0,-2,5,3,3,0,NF,14,1344.17128830365,2063730997.66213,12.9776663898014,NA,33.089,NA,1,4,1,2,0,NA,NA
Sudan-2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43.32398,3.6666667,27.75,49.3125,40.666668,38.833332,46.3,37.075,27.125,45.046875,56.85,58.8125,42.875,43,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,N/A,yes,no,46.4,30.97,1,NA,1,1,2.004,1,Sudan,NA,NA,NA,NA,NA,NA,NF,14,1329.63596169544,1728373403.43067,16.9095706050979,NA,33.894,NA,NA,NA,NA,NA,NA,72.53,NA
Sudan-2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43.32398,3.6666667,27.75,49.3125,40.666668,38.833332,46.3,37.075,27.125,45.046875,56.85,58.8125,42.875,43,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,N/A,yes,no,46.4,30.97,1,NA,1,1,2.004,1,Sudan,NA,NA,NA,NA,NA,NA,NF,14,1329.63596169544,1728373403.43067,16.9095706050979,NA,33.894,NA,NA,NA,NA,NA,NA,167,NA
Swaziland-1972,No,Yes,No,No,4,Unitary system,Central government decision,"Yes, inexact periods",One day,Yes,No executive elections,Plurality (FPP),Missing information,N/A - no elected executive,One,No,No,No,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,NA,-8,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland-1978,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,(2) Right exists but some problems,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0.5,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,NA,-10,10,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland-1983,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,(1) Citizens do not have right to change government,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,NA,-7,15,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,0,2,2,NA,NA
Swaziland-1987,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,(1) Citizens do not have right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,NA,-9,19,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,2,2,NA,NA
Swaziland-1993,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(3) High - major problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,unclear,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,NA,-7,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,2,2,NA,NA
Swaziland-1998,No,Yes,No,N/A - no constitution,.b,Unitary system,Central government decision,No formal schedule,Missing information,No,No executive elections,Missing information,Missing information,N/A - no elected executive,Missing information,No,Missing information,Missing information,No,No,N/A - no election protest,60,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(3) High - major problems,(2) Moderate - moderate problems,(1) Low - minor problems only,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,N/A,no,no,no,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,NA,-7,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,0,2,1,NA,NA
Swaziland-2003,No,Yes,No,N/A - no constitution,.b,Unitary system,Central government decision,No formal schedule,Missing information,No,No executive elections,Missing information,Missing information,N/A - no elected executive,Missing information,No,Missing information,Missing information,No,No,N/A - no election protest,.a,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,N/A,no,yes,no,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-7,11,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,2,1,31,NA
Swaziland-2003,No,Yes,No,N/A - no constitution,.b,Unitary system,Central government decision,No formal schedule,Missing information,No,No executive elections,Missing information,Missing information,N/A - no elected executive,Missing information,No,Missing information,Missing information,No,No,N/A - no election protest,.a,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,N/A,no,yes,no,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-7,11,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,2,1,57,NA
Swaziland-2008,No,Yes,No,No,3,Missing information,Central government decision,Missing information,Missing information,No,No,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-9,35,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,2,1,52.5,NA
Swaziland-2008,No,Yes,No,No,3,Missing information,Central government decision,Missing information,Missing information,No,No,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,Missing information,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-9,35,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,2,1,99,NA
Swaziland-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,45.470116,4.571429,24.285713,64.10714,30.357141,47.61905,31.928572,46.857143,36.464287,44.66518,62.392857,55.714287,49.107143,25,no,yes,no,yes,yes,no,no,no,N/A,no,yes,yes,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-9,40,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.76,NA
Swaziland-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,45.470116,4.571429,24.285713,64.10714,30.357141,47.61905,31.928572,46.857143,36.464287,44.66518,62.392857,55.714287,49.107143,25,no,yes,no,yes,yes,no,no,no,N/A,no,yes,yes,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-9,40,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA
Swaziland-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,37.58382,3,14.583333,55.390625,46.607143,42.864582,35.785713,35.214287,24,37.089844,50.9375,44.179688,38.4375,NA,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,N/A,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-9,45,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.46,NA
Swaziland-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,37.58382,3,14.583333,55.390625,46.607143,42.864582,35.785713,35.214287,24,37.089844,50.9375,44.179688,38.4375,NA,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,N/A,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,Swaziland,0,-9,45,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA
Tanzania-1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-6,1,4,2,NA,NA,NA,NA,NA,NA,NA,5.547,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania-1965,No,No,No,No,3,Missing information,Missing information,"Yes, inexact periods",One day,N/A - no elected legislature,No,N/A - no elected legislature,Elected through legislature,Majority rule,One,Yes,No,No,Missing information,Missing information,Missing information,.a,77.09999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-6,4,4,2,NA,NA,NA,NA,NA,NA,NA,6.03,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania-1970,No,No,No,No,5,Unitary system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,Missing information,Missing information,Missing information,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-6,9,4,2,NA,NA,NA,NA,3069999.9,3.49288486418356,NA,7.852,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania-1975,No,No,No,Yes,10,Unitary system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,81.70999999999999,81.70999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-6,14,4,2,NA,NF,12,NA,-870000,26.0577568841574,NA,11.146,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania-1980,No,No,No,No,3,Unitary system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,84.7,84.7,1,1,NA,NA,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-6,19,4,2,NA,NF,12,NA,4580000,30.1973001038421,NA,14.555,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania-1985,No,No,No,Yes,8,Unitary system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,1,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,NA,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-6,24,4,2,NA,NF,12,NA,14510000,33.2821038251367,NA,16.767,NA,6,4,0,2,2,NA,NA
Tanzania-1990,No,No,No,No,13,Unitary system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,75,75,1,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(3) High - major problems,(3) High - major problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-6,29,4,2,NA,NF,11,560.60140203553,10000,35.8267716535433,NA,18.884,NA,3,4,1,NA,0,NA,NA
Tanzania-1995,No,No,No,No,18,Unitary system,Autonomous decision,"Yes, inexact periods",One day,Yes,No,Plurality (FPP),Directly elected,Majority rule,One,No,Yes,Yes,Yes,No,N/A - no election protest,76.7,.a,1,1,0,0,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,yes,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Tanzania,NA,-1,0,3,2,1,PF,10,521.055281002786,119936653.7517,27.4277854195323,NA,20.543,NA,5,6,1,2,1,NA,NA
